Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
90000000,"Katampe (Main), Katampe, Abuja",2156699,2024-03-12,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
350000000,"Asokoro Extension, Asokoro District, Abuja",2172333,2024-03-21,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Asokoro District
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
190000000,"By Deeper Life School, Kado, Abuja",2140659,2024-02-29,2024-04-23, Available,Detached Duplex,Millions,6.0,6.0,7.0,Kado
120000000,"Lifecamp, Life Camp, Abuja",2172032,2024-03-21,2024-03-21, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
450000000,"Jabi, Abuja",1453779,2022-09-11,2024-03-21, Available,Detached Duplex,Millions,5.0,5.0,6.0,Jabi
500000000,"Apo Resettlement, Apo, Abuja",2171531,2024-03-21,2024-03-21, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
230000000,"Katampe Extension, Katampe, Abuja",2170978,2024-03-20,2024-05-09, Available,Detached Duplex,Millions,5.0,6.0,6.0,Katampe
1300000000,"Maitama District, Abuja",1587193,2023-01-11,2024-05-12, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
4000000000,"Maitama District, Abuja",1910708,2023-09-11,2024-05-10, Available,Detached Duplex,Billions,9.0,9.0,10.0,Maitama District
250000000,"Jabi, Abuja",2170865,2024-03-20,2024-03-20, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
1300000000,"Katampe Extension, Katampe, Abuja",2136022,2024-02-26,2024-05-11, Available,Detached Duplex,Billions,7.0,7.0,8.0,Katampe
600000000,"Naf Valley, Asokoro District, Abuja",2169810,2024-03-20,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
125000000,"Jabi, Abuja",2169781,2024-03-20,2024-05-17, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jabi
200000000,"Suncity Estate, Galadimawa, Abuja",2169735,2024-03-20,2024-05-10, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Galadimawa
40000000,"Behind War College, Bwari, Abuja",2044047,2023-12-16,2024-05-09, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Bwari
140000000,"Guzape District, Abuja",2169693,2024-03-20,2024-03-20, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Guzape District
60000000,"Lugbe District, Abuja",1921299,2023-09-18,2024-04-29, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lugbe District
85000000,"Karsana, Abuja",2169616,2024-03-20,2024-05-13, Available,Terraced Duplex,Millions,3.0,4.0,4.0,Karsana
150000000,"Dawaki, Gwarinpa, Abuja",1373410,2022-07-02,2024-05-08, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
350000000,"Katampe Extension, Katampe, Abuja",1392811,2022-07-20,2024-04-18, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
350000000,"Guzape Abuja, Guzape District, Abuja",2183833,2024-03-29,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
500000000,"Wuye, Abuja",1463561,2022-09-19,2024-04-28, Available,Detached Duplex,Millions,5.0,5.0,6.0,Wuye
200000000,"Guzape District, Abuja",1557566,2022-12-10,2024-05-08, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
180000000,"Jahi, Abuja",1559661,2022-12-13,2024-05-08, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
350000000,"Jabi, Abuja",1758561,2023-06-01,2024-04-18, Available,Detached Duplex,Millions,5.0,5.0,6.0,Jabi
150000000,"Adjacent To Legislative Quarters, By Cedar Crest Hospital Junction, Apo, Abuja",1906699,2023-09-09,2024-04-23, Available,Terraced Duplex,Millions,4.0,4.0,6.0,Apo
120000000,"Ebeano Junction, Towards Efab Estate, Lokogoma District, Abuja",1981846,2023-11-01,2024-04-23, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lokogoma District
450000000,"Behind The Presidential Villa, Asokoro District, Abuja",2000541,2023-11-14,2024-04-23, Available,Detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
300000000,"American International School, Durumi, Abuja",2027102,2023-12-03,2024-04-23, Available,Detached Duplex,Millions,5.0,5.0,6.0,Durumi
650000000,"Off Coza, Guzape District, Abuja",2169405,2024-03-20,2024-03-20, Available,Detached Duplex,Millions,6.0,7.0,7.0,Guzape District
100000000,"Airport Road, Lugbe District, Abuja",2169364,2024-03-20,2024-04-28, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
400000000,"Jahi, Abuja",2169032,2024-03-19,2024-03-19, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Jahi
180000000,"Diplomatic Zone, Guzape District, Abuja",2155881,2024-03-11,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
460000000,"Gwarinpa Abuja, Gwarinpa, Abuja",2168982,2024-03-19,2024-05-12, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gwarimpa
800000000,"Katampe Extension, Katampe, Abuja",2168963,2024-03-19,2024-03-19, Available,Detached Duplex,Millions,5.0,6.0,6.0,Katampe
130000000,"Katampe (Main), Katampe, Abuja",2161517,2024-03-14,2024-03-14, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Katampe
98000000,"After Stellar Marris, Life Camp, Abuja",2168491,2024-03-19,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
220000000,"By Gilmore, Jahi, Abuja",2168425,2024-03-19,2024-05-07, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jahi
100000000,"Life Camp, Abuja",2168229,2024-03-19,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
130000000,"Guzape District, Abuja",2168234,2024-03-19,2024-03-19, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
455000000,"Guzape District, Abuja",2168147,2024-03-19,2024-03-19, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
2600000,"Maitama District, Abuja",2062278,2024-01-05,2024-05-11, Available,Detached Duplex,Millions,7.0,7.0,8.0,Maitama District
58000000,"Dakibiyu, Wuye, Abuja",2083725,2024-01-20,2024-05-08, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
180000000,"Gilmore, Jahi, Abuja",2167753,2024-03-19,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Jahi
165000000,"Jahi Gilmore, Jahi, Abuja",2167637,2024-03-19,2024-05-09, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
66000000,"Katampe District., Katampe (Main), Katampe, Abuja",2167612,2024-03-19,2024-04-19, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
170000000,"Jahi District By Truss Construction, Jahi, Abuja",2167551,2024-03-19,2024-05-08, Available,Terraced Duplex,Millions,5.0,5.0,5.0,Jahi
125000000,"Lugbe District, Abuja",2167302,2024-03-19,2024-03-19, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lugbe District
250000000,"Wuye, Abuja",2167115,2024-03-18,2024-04-03, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Wuye
300000000,"Efab Metropolis Estate, Gwarinpa, Abuja",2112260,2024-02-09,2024-03-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
350000000,"Efab Metropolis Estate, Gwarinpa, Abuja",2112286,2024-02-09,2024-03-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
380000000,"Off Momoh Saleh Street, Katampe Extension, Katampe, Abuja",2121134,2024-02-15,2024-03-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
320000000,"Efab Metropolis, Gwarinpa, Abuja",2122612,2024-02-16,2024-03-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
400000000,"Off Momoh Saleh Street, Katampe Extension, Katampe, Abuja",2166866,2024-03-18,2024-03-18, Available,Detached Duplex,Millions,6.0,6.0,7.0,Katampe
370000000,"Katampe Extension, Katampe, Abuja",2166238,2024-03-18,2024-05-08, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Katampe
160000000,"Airport Road, Lugbe District, Abuja",2064716,2024-01-07,2024-05-08, Available,Detached Duplex,Millions,6.0,6.0,7.0,Lugbe District
220000000,"Kaura, Abuja",2166317,2024-03-18,2024-04-29, Available,Detached Duplex,Millions,4.0,4.0,5.0,Kaura
3500000000,"Maitama District, Abuja",2166200,2024-03-18,2024-03-18, Available,Detached Duplex,Billions,7.0,7.0,8.0,Maitama District
2500000000,"Maitama District, Abuja",2166196,2024-03-18,2024-03-18, Available,Detached Duplex,Billions,7.0,7.0,8.0,Maitama District
125000000,"Lugbe District, Abuja",2165459,2024-03-17,2024-03-18, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lugbe District
250000000,"Guzape District, Abuja",2165328,2024-03-17,2024-03-17, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Guzape District
150000000,"Guzape District, Abuja",2165326,2024-03-17,2024-03-17, Available,Block of Flats,Millions,3.0,3.0,4.0,Guzape District
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
120000000,"Guzape District, Abuja",2165323,2024-03-17,2024-03-17, Available,Block of Flats,Millions,2.0,2.0,3.0,Guzape District
2500000000,"Asokoro District, Abuja",2165061,2024-03-17,2024-04-29, Available,Detached Duplex,Billions,7.0,7.0,8.0,Asokoro District
90000000,"By Gilmore, Jahi, Abuja",2144522,2024-03-03,2024-04-23, Available,Block of Flats,Millions,2.0,2.0,3.0,Jahi
850000000,"Ministers Quarters, Maitama District, Abuja",2164986,2024-03-17,2024-04-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
3500000000,"Maitama District, Abuja",2164952,2024-03-17,2024-03-17, Available,Detached Duplex,Billions,7.0,7.0,8.0,Maitama District
3000000000,"Maitama District, Abuja",2164874,2024-03-17,2024-04-05, Available,Detached Duplex,Billions,8.0,9.0,9.0,Maitama District
800000000,"Extension, Asokoro District, Abuja",2164834,2024-03-17,2024-05-12, Available,Detached Duplex,Millions,5.0,5.0,5.0,Asokoro District
145000000,"Efab Queen Estate, Karsana, Abuja",2164830,2024-03-17,2024-05-16, Available,Detached Bungalow,Millions,3.0,5.0,6.0,Karsana
1500000000,"Asokoro District, Abuja",2164816,2024-03-17,2024-05-12, Available,Detached Duplex,Billions,6.0,6.0,7.0,Asokoro District
220000000,"Gwarinpa By Setraco, 2nd Avenue, Gwarinpa, Abuja",1532914,2022-11-17,2024-04-22, Available,Detached Bungalow,Millions,5.0,6.0,6.0,Gwarimpa
190000000,"Guzape District, Abuja",2162331,2024-03-15,2024-04-22, Available,House,Millions,4.0,4.0,5.0,Guzape District
80000000,"Sunnyvale Estate, Lokogoma District, Abuja",2072584,2024-01-12,2024-05-08, Available,Detached Duplex,Millions,5.0,6.0,6.0,Lokogoma District
220000000,"Adkan, Gwarinpa, Abuja",2152014,2024-03-08,2024-03-08, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
65000000,"Ochacho Estate After Nizamiye Hospital, Idu Industrial, Abuja",2163758,2024-03-16,2024-05-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
850000000,"Maitama District, Abuja",2163765,2024-03-16,2024-03-16, Available,Semi-detached Duplex,Millions,3.0,3.0,4.0,Maitama District
75000000,"By Mobil Station Behind Amazing Grace Estate, Mabushi, Abuja",2147614,2024-03-05,2024-04-11, Available,Block of Flats,Millions,3.0,3.0,4.0,Mabushi
110000000,"Behind Spa Market, Life Camp, Abuja",2163003,2024-03-15,2024-05-02, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
850000000,"Asokoro District, Abuja",2162926,2024-03-15,2024-03-15, Available,Detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
3000000000,"Maitama District, Abuja",2176135,2024-03-24,2024-04-23, Available,Detached Duplex,Billions,8.0,9.0,9.0,Maitama District
300000000,"Jabi, Abuja",2162897,2024-03-15,2024-03-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
100000000,"Dutse, Apo, Abuja",2162402,2024-03-15,2024-04-22, Available,House,Millions,5.0,5.0,6.0,Apo
180000000,"Off Gilmor Road, Jahi, Abuja",2161946,2024-03-15,2024-03-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
450000000,"Off Gilmor, Jahi, Abuja",2161928,2024-03-15,2024-03-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Jahi
650000000,"Naf Valley Estate, Asokoro District, Abuja",2161105,2024-03-14,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
220000000,"Guzape District, Abuja",2161000,2024-03-14,2024-05-08, Available,Detached Duplex,Millions,4.0,4.0,4.0,Guzape District
135000000,"Galadimawa, Abuja",2047050,2023-12-19,2024-03-14, Available,Detached Duplex,Millions,6.0,6.0,7.0,Galadimawa
130000000,"Apo, Abuja",2047122,2023-12-19,2024-03-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
250000000,"Jahi, Abuja",2088344,2024-01-23,2024-03-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
160000000,"Jahi, Abuja",2088397,2024-01-23,2024-03-14, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jahi
600000000,"Jabi, Abuja",2118851,2024-02-14,2024-03-14, Available,House,Millions,7.0,7.0,8.0,Jabi
165000000,"Apo, Abuja",2119871,2024-02-15,2024-03-14, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
80000000,"Apo, Abuja",2120681,2024-02-15,2024-03-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Apo
220000000,"Jahi, Abuja",2088446,2024-01-23,2024-03-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
78000000,"By British International School, Bwari, Abuja",2160334,2024-03-14,2024-04-12, Available,Detached Bungalow,Millions,4.0,4.0,5.0,Bwari
140000000,"Near Nizamiye Turkish Hospital, Karmo, Abuja",2160317,2024-03-14,2024-03-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Karmo
400000000,"Guzape District, Abuja",2184613,2024-03-29,2024-04-23, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Guzape District
300000000,"Life Camp, Abuja",2138582,2024-02-28,2024-05-08, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Life Camp
260000000,"Gaduwa, Abuja",2159828,2024-03-13,2024-03-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gaduwa
150000000,"Kado, Abuja",2159279,2024-03-13,2024-03-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kado
1800000000,"Maitama District, Abuja",2158316,2024-03-12,2024-03-12, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
65000000,"Mabushi, Abuja",2157108,2024-03-12,2024-05-13, Available,Block of Flats,Millions,3.0,4.0,4.0,Mabushi
120000000,"Very Close To Papal Ground And Cbn Estate, Karsana, Abuja",2156848,2024-03-12,2024-05-16, Available,Detached Duplex,Millions,4.0,5.0,7.0,Karsana
250000000,"Zone 7, Wuse, Abuja",2156673,2024-03-12,2024-03-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuse
380000000,"Guzape District, Abuja",2156669,2024-03-12,2024-03-12, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Guzape District
200000000,"Wuye, Abuja",2156666,2024-03-12,2024-03-31, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
250000000,"Efab, Karsana, Abuja",2156548,2024-03-12,2024-04-26, Available,Detached Duplex,Millions,5.0,5.0,6.0,Karsana
180000000,"Wuye, Abuja",2155809,2024-03-11,2024-03-11, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
1500000000,"Maitama District, Abuja",2155766,2024-03-11,2024-03-11, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
50000000,"Gudu, Abuja",2070101,2024-01-11,2024-03-11, Available,Block of Flats,Millions,4.0,4.0,5.0,Gudu
1500000000,"Aso Drive, Maitama District, Abuja",2110933,2024-02-08,2024-03-11, Available,Detached Duplex,Billions,5.0,5.0,6.0,Maitama District
120000000,"Jahi, Abuja",2139697,2024-02-28,2024-04-22, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
150000000,"By Stella Maris School, Life Camp, Abuja",2155522,2024-03-11,2024-03-11, Available,Semi-detached Duplex,Millions,4.0,4.0,4.0,Life Camp
200000000,"Kafe, Abuja",2154712,2024-03-10,2024-03-10, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Kafe
4500000000,"Maitama District, Abuja",2140608,2024-02-29,2024-04-30, Available,Detached Duplex,Billions,8.0,8.0,9.0,Maitama District
200000000,"Off Garage By Gilmor, Jahi, Abuja",2154177,2024-03-10,2024-03-10, Available,Detached Duplex,Millions,4.0,5.0,5.0,Jahi
350000000,"Guzape Abuja, Guzape District, Abuja",2183833,2024-03-29,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
200000000,"Off Garage By Gilmor, Jahi, Abuja",2154177,2024-03-10,2024-03-10, Available,Detached Duplex,Millions,4.0,5.0,5.0,Jahi
350000000,"Close To Linda Chalker, Guzape District, Abuja",2154160,2024-03-10,2024-03-10, Available,Detached Duplex,Millions,4.0,5.0,5.0,Guzape District
230000000,"Off Coza Road, Guzape District, Abuja",2154154,2024-03-10,2024-03-10, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
150000000,"Along Broadcast Building, Guzape District, Abuja",2154133,2024-03-10,2024-03-10, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
800000000,"Along Ahmadu Bello Way, Apo, Abuja",2153796,2024-03-09,2024-03-09, Available,Detached Duplex,Millions,5.0,7.0,7.0,Apo
280000000,"By Cedarcrest, Apo, Abuja",2153112,2024-03-09,2024-05-07, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Apo
400000000,"Legislative Quarters Zone C, Apo, Abuja",1983942,2023-11-02,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
350000000,"Guzape District, Abuja",2098559,2024-01-30,2024-05-17, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
250000000,"Off American International Schools, Durumi, Abuja",2152163,2024-03-08,2024-04-26, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Durumi
280000000,"Fha, Guzape District, Abuja",2151500,2024-03-08,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
250000000,"Life Camp, Abuja",2147862,2024-03-05,2024-05-15, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Life Camp
320000000,"Apo, Abuja",1569498,2022-12-23,2024-05-02, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
160000000,"Jahi, Abuja",2151042,2024-03-08,2024-04-27, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
350000000,"Maitama District, Abuja",2151027,2024-03-07,2024-04-27, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Maitama District
900000000,"Maitama District, Abuja",2151019,2024-03-07,2024-04-27, Available,Detached Duplex,Millions,6.0,7.0,7.0,Maitama District
195000000,"69 Road, Gwarinpa, Abuja",2150909,2024-03-07,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
100000000,"Gwarinpa Extension, Gwarinpa, Abuja",2150902,2024-03-07,2024-05-14, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Gwarimpa
95000000,"Wumba, Abuja",2150704,2024-03-07,2024-03-10, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wumba
430000000,"38 Inuwa Wada Crescent, Utako, Abuja",2140814,2024-02-29,2024-05-03, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Utako
1800000000,"Off Coza, Guzape District, Abuja",1930060,2023-09-24,2024-04-22, Available,Detached Duplex,Billions,9.0,10.0,10.0,Guzape District
190000000,"Along Naval Quarters Road, Jahi, Abuja",2150649,2024-03-07,2024-03-09, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
600000000,"Utako, Abuja",2149352,2024-03-06,2024-05-17, Available,Block of Flats,Millions,3.0,3.0,4.0,Utako
105000000,"Off Trademore, Lugbe District, Abuja",2150567,2024-03-07,2024-04-26, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
160000000,"Jahi, Abuja",2003698,2023-11-15,2024-04-18, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jahi
90000000,"Apo Resettlement, Apo, Abuja",2149949,2024-03-07,2024-03-20, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Apo
150000000,"Life Camp, Abuja",2011805,2023-11-21,2024-04-29, Available,House,Millions,4.0,4.0,5.0,Life Camp
450000000,"Efab Metropolis, Central Area Phase 2, Abuja",2149735,2024-03-07,2024-05-15, Available,Detached Duplex,Millions,5.0,5.0,6.0,Efab Metropolis
160000000,"Close To Cedarcrest Hospital, Apo, Abuja",2149392,2024-03-06,2024-05-10, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Apo
350000000,"Off Femi Gbajabiamila Street, Jahi, Abuja",2149258,2024-03-06,2024-05-17, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Jahi
440000000,"Guzape District, Abuja",2132254,2024-02-23,2024-02-23, Available,Detached Duplex,Millions,4.0,4.0,4.0,Guzape District
85000000,"Near Aduvie, Jahi, Abuja",2046523,2023-12-19,2024-05-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
680000000,"Katampe Extension, Katampe, Abuja",2147624,2024-03-05,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Katampe
1300000000,"Asokoro District, Abuja",2146460,2024-03-05,2024-04-26, Available,Detached Duplex,Billions,7.0,7.0,8.0,Asokoro District
165000000,"Off Vio, Mabushi, Abuja",2146440,2024-03-05,2024-04-26, Available,Detached Duplex,Millions,4.0,4.0,5.0,Mabushi
210000000,"Behind Gold Court, Katampe, Abuja",1503158,2022-10-21,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
30000000,"Life Camp, Abuja",2046512,2023-12-19,2024-05-02, Available,Block of Flats,Millions,1.0,1.0,1.0,Life Camp
270000000,"Guzape District, Abuja",2144705,2024-03-03,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
